Fa_sentenc,En_aspect,En_sentiment
این گوشی از دو دوربین پرقدرت بهره می بره که می شه گفت دوربین سلفیش بی رقیبه، من چون به عکاسی علاقمندم بدون در نظر گرفتن سایر مشخصات این گوشی رو خریدم واز خریدم هم راضی هستم. ,['گوشی'],"[' Positive\nدو دوربین پرقدرت', ' Positive']"
این گوشی از لحاظ رابط کاربری و پشتیبانی بسیار عالیه، اما بدون اغراق بدترین باتری را سونی برای این گوشی در نظر گرفته و با توجه به قابلیت های گوشی باتری عملا از پشتیبانی مناسب و شارژ های مطلوب فاصله خیلی زیادی داره،. نقطه ضعف دیگه این گوشی استفاده از قاب پشتی گوشی به عنوان هیدسینگ برای پردازنده آون هست که عملا به دلیل گرمایش زیاد و داغ کردن دست کاربر جاذبه این گوشی رو تا حد قابل توجهی کاهش داده است. ,"['رابط کاربری و پشتیبانی', ' باتری', ' پردازنده آون']","[' Positive', ' Negative', ' Negative']"
این گوشی از هر نظر عالیه تنها اشکالش اینه که لرزشگیر نداره که برای خود من خیلی مهم نیست. در کل اگه مردد هستید بگم بهتون شک نکنید این گوشی بهترین گوشی تو این رنجه قید هواوی رو بزنید ,"['گوشی', ' لرزشگیر']","[' Positive', ' Negative']"
این گوشی از هر نظر عالیه فقط کمی داغ می شود. ,"['گوشی', ' داغی']","[' Positive', ' Negative']"
این گوشی از همه لحاظ عالیه ,['گوشی'],[' Positive']
این گوشی از همه لحاظ عالیه و نیازم برطرف میکنه پیشنهاد میکنم این گوشی رو بخرین با سامسونگ اس ۸ مقایسه شده ولی یه دو ثانیه از اس هشت برنامه رو دیر باز میکنه و خیلی سرتر از بقیه گوشی هاست ,"['گوشی', '  سامسونگ اس ۸', ' پ로그램 ها', ' Delayed/Slow', ' برنامه ها', ' Fast']","[' Positive', ' Neutral (Comparison)']"
این گوشی از همه نظر عالیه …قبلا شنیده بودم میگفتن باتریش باد میکنه وخوب کار نمیکنه ب هرحال من ریسک کردم و خریدمش ولی الان کاملا ازش راضیم گوشی فوق العاده ایه و تا حالا باهاش ب مشکل برنخوردم …ب کسایی که تازه میخوان گوشی بخرن من شخصا این گوشی رو توصیه میکنم ,"['گوشی', ' باتری']","[' Positive', ' Negative']"
این گوشی اصلا قابل مقایسه با پرچمداران امسال مثل جی۵ یا اس سون یا htc۱۰ نیست چون نمیتونه با اسنپ دراگون ۸۲۰ این پرچمدارا که ۴۰ درصد سرعتشون بیشتر شده و با رم ۴ پرچم دارای جدید رقابت کنه پس مقایسه نکنید لطفا البته از لحاظ اپدیت هیچ گله ای از این گوشی نمیتوان داشت چون ی سر و گردن تو زمان اپدیت از همه پرچمدارا هم بالاتره. ,"['گوشی', ' پرچمداران امسال', ' Not Mentioned', ' اسنپ دراگون ۸۲۰', ' Not Mentioned', ' پرچم دارای جدید', ' Not Mentioned', ' اپدیت']","[' Negative', ' Neutral']"
این گوشی اگر کاربر معمولی باشی نسبت به قیمتش خوبه مشکلات نرم افزاری داره از جمله اینکه نمیتوانید اندرودتان رو از ۷٫۱۱ تغییر دهید گول تبلیغات رو نخورید من با چهار خط متفاوت با نت های فورجی و ۳ وای فای پرسرعت کافینت ها امتحان کردم از چند کمر شکن هم استفاده کردم حتی از با استفاده از برنامه پشتیبانی انگلیسی نوکیا هم موفق نشدم ,"['گوشی', ' قیمتش', ' نرم افزاری داره', ' اندرویدتان رو از ۷٫۱۱ تغییر دهید', ' تبلیغات رو نخورید', ' نت های فورجی و ۳ وای فای پرسرعت کافینت ها امتحان کردم', ' کمر شکن هم استفاده کردم', ' با استفاده از برنامه پشتیبانی انگلیسی نوکیا هم موفق نشدم']","[' Neutral', ' Positive', ' Negative', ' Negative', ' Negative', ' Neutral', ' Neutral', ' Negative']"
این گوشی اینقد خوش دست هست که براحتی شما رو وادار میکنه هر سال منتظر بمونین تا نسخه جدیدش بیاد و اون رو بخرید. ال جی نسخه ۲۰۱۸ ش رو معرفس کرده و امیدوارم زودتر وارد بازار بشه. بنظرم ارزش داره صبر کنید و اون رو بخرین چون نقطه ضعفای این گوشی رو تا حد خوبی کمرنگ کرده. ,"['گوشی', ' نسخه جدیدش']","[' Positive', ' Positive']"
این گوشی با این قیمت خیلی خوب نیست ولی خیلی بدم نیست  مثلا با بعضی گوشیا نمیشه مقایسش کرد ولی با بعضیا میشه مثلا j۵ ۲۰۱۶ قیمتش بالا تر از اینه ولی قابلیت های این خیلی بهتره ,"['گوشی', ' قیمت', ' مقایسه با گوشیا دیگر', ' قابلیت ها']","[' Neutral', ' Negative', ' Neutral', ' Positive']"
این گوشی با حدود قیمت فعلی آن یک خرید مناسب است. بعضی ها را اگر بنز هم بدین دستشون یکماه پرایدش کردن. گوشی مواظبت میخواهد، مگه میشه از گوشی به اندازه یک لپ تاپ کار کشید ولی مشکل باتری صفحه نمایش و و … پیدا نکنه اسباب بازی که نیست ,"['قیمت', ' ماواظبت', ' باتری صفحه نمایش و و …']","[' Positive', ' Neutral', ' Negative']"
این گوشی با حدود قیمت فعلی آن یک خرید مناسب است. بعضی ها را اگر بنز هم بدین دستشون یکماه پرایدش کردن. گوشی مواظبت میخواهد، مگه میشه از گوشی به اندازه یک لپ تاپ کار کشید ولی مشکل باتری و صفحه نمایش و … پیدا نکنه اسباب بازی که نیست ,"['گوشی', ' قیمت فعلی آن', ' بنز', ' گوشی مواظبت میخواهد', ' کار کشید ولی مشکل', ' باتری و صفحه نمایش و …']","[' Neutral', ' Positive', ' Neutral', ' Neutral', ' Neutral', ' Negative']"
این گوشی با وجود دوربینای خوبی که داره در کل ایراداتی هم داره مثل کم بودن حافظه ی داخلی و باتری ۲۷۰۰میلی آمپری که با وجود پردازنده ی پر مصرف helio خیلی کم به نظر میرسه البته اگه قیمت این مدل یکم پایین بیاد عاقلانه تر به نظر میرسه ,"['گوشی', ' دوربینای خوبی که داره', ' حافظه ی داخلی', ' باتری ۲۷۰۰میلی آمپری', ' پردازنده ی پر مصرف helio']","[' Neutral', ' Positive', ' Negative', ' Negative', ' Negative']"
این گوشی بازی آسفالت رو به راحتی اجرا کرد برای آپدیت برنامه ها هی قطع ارتباط میزنه حتی برای برنامه های داخل سیستم نسبت به گوش های دیگه چون اندرویدش خالصه منو و گزینه برای کارها خیلی محدوده مثلا انتخاب همه شماره تو دفتر تلفن وجود نداره و …. باتریش در حالت آماده به کار بدون دست زدن بهش یه رو دووم داره در حالت صفحه روشن حدود ۶ تا ۷ ساعت از دیجی کالا انتظار نداشتم گوشی دو ماه گذشته از گارانتی تحویل بده. گارانتیش بعد از خرید فعال شدنی نیست زمانش اجباری من ۲۶ آبان۹۶ خریدم داخل جعبه یه کارت گارانتی بود که از ۶ مهر ۹۶ تا ۶ مهر ۹۷ زده یعنی گارانتی یه ساله برای من شد ۱۰ ماه واقعا که …. از اون گارانت هایی نیست که شماره سریال گوشی رو ارسال کنی بعد فعال یشه ,"['گوشی', ' بازی آسفالت', ' اپدیت برنامه ها', ' حالت آماده به کار', ' باتریش', ' قیمت', ' گارانتی']","[' Negative', ' Positive', ' Negative', ' Neutral', ' Mixed (Positive and Negative)', ' Neutral', ' Negative']"
این گوشی بدی نیست تو ابن رنج جز خوبهای بازاره خوبیش دوربینشه پشت که خوبه جلو شبها یکمبده جنس بدنه خوبه و لیز نمیخوره اسپیکر بد جایی نیست اما صداشم متوسطه جالبه تو ۱ سایت خوندم زده بود جز پایین ردهها! فکر کنم اون سایته به s۷ بگه میان رده به j۲ بگه اسباب بازی!!!! ,"['گوشی', ' دوربین', ' باتنه', ' زدن لیز', ' اسپیکر', ' صدای اسپیکر', ' Medium']","[' Negative', ' Positive', ' Positive', ' Neutral', ' Negative']"
این گوشی بسیار خوب طراحی شده و مسلما ایراداتش رفع شده و قابلیت های دیگری به آن اضافه شده، ولی اگر بیشتر دقت کنید میبینید که ظرفیت باتری آن کم است و ممکن است سرنوشت این گوشی شبیه Huawei Honor ۴c دچار شود، کدام سرنوشت؟!، این گوشی به دلیل داشتن سخت افزار قوی و در عین حال پر مصرف زود باتری خالی میکند و شما را حتما دلسرد خواهد کرد، با این که سیستم عامل LG K۱۰ ۲۰۱۷ به خوبی طراحی شده تا مصرف انرژی آن بهینه تر باشد و باتری به خوبی مدیریت شود نهایتا ۵ ساعت بیشتر شارژ نگه خواهد داشت ولی در کل گوشی خوبیه ,"['طراحی', ' قابلیت ها', ' ظرفیت باتری']","[' Positive', ' Positive', ' Negative']"
این گوشی بسیار شیک و خوش دسته. سنسور اثر انگشت سریع، بدنه با کیفیت، صفحه نمایش واضح و اندازه مناسبی داره. قابش لیز نیست و صفحه نمایش گوریلا گلس نیازی به محافظ نداره. شیار سیم کارتها و کارت حافظه از هم جدا هستن. سخت افزار متوسط که در نقد گوشی توسط دیجی کالا به عنوان نقطه ضعف عنوان شده بنظرم اصلا به چشم نیومد. تنها ایراد واقعی این گوشی به نظر من دوربین هست. کیفیت هر دو دوربین نظر من رو جلب نکرد و عکس های تاری ثبت کرد. احتمالا مدلهای بالاتر نوکیا دوربینهای بهتری دارن. در کل من نوکیا رو دوست دارم و از خریدم راضی ام. ,"['گوشی', ' \nسنسور اثر انگشت', ' \nبدنه با کیفیت', ' \nصفحه نمایش واضح و اندازه مناسبی', ' \nقاب لیز نیست و صفحه نمایش گوریلا گلس نیازی به محافظ نداره', ' \nشیار سیم کارتها و کارت حافظه از هم جدا هستن', ' \nسخت افزار متوسط', ' \nدوربین']","[' Positive', ' Positive', ' Positive', ' Positive', ' Neutral', ' Neutral', ' Neutral', ' Negative']"
این گوشی بسیار عالی و طراحی زیبایی داره تو اجرای نرم افزار کم نمیاره دوربینش عالیه فقط کاشک دوربین سلفیش هم فلش داشت ولی موردی نیست انقدر خوبی داره که این مشکل توش گمه خلاصه نصبت به قیمت گوشی بسیار خوبیه هرکی میخواد بخره معطل نکنه بره بگیره تاچ قوی نگهداری شارژ بالا دوربین ۱۳میگاپیکسلی و سبک و بدون داغ کردن موقع استفاده این گوشی معرکه است ,"['گوشی', ' طراحی', ' اجرا نرم افزار', ' دوربین', ' دوربین سلفی', '  شارژ', ' قیمت']","[' Positive', ' Positive', ' Positive', ' Positive', ' Neutral', ' Positive', ' Positive']"
این گوشی بسیار مناسب و قیمت مناسبی هم دارد دوربینشم عالیه. ولی یکم داغ میکند اون هم ک زیاد جدی نیست و کمه ,"['گوشی', ' قیمت', ' دوربین', ' داغ بودن']","[' Positive', ' Positive', ' Positive', ' Neutral']"
این گوشی به نسبت قیمت حرفی برای گفتن نداره، از همه نظر عالیه فقط از عزیزان خواهش دارم کسانی که نقد میکنن امتیاز هم درست بدن، چون امتیاز این گوشی باید بیشتر از این حرف ها باشه ,"['گوشی', ' قیمت']","[' Negative', ' Negative']"
این گوشی به نسبت قیمتش خیلی عالیه و دارای ظاهری زیبا است من پیشنهاد میکنم این گوشی رو بخرید کیفیت صفحه گوشی هم خیلی پایین نیست کیفیت متوسطی دارد ,"['گوشی', ' قیمتش', ' ظاهری زیبا است', ' صفحه گوشی']","[' Positive', ' Positive', ' Positive', ' Neutral']"
این گوشی به نسبت پولش بینظیره و صفحه بزرگ و تاچ عالی توصیه میکنم بخرید من آیفون ۷پلاس دارم خداییش کاراییش کمتر از اون نیست ,"['گوشی', ' صفحه بزرگ', ' تاچ عالی']","[' Positive', ' Positive', ' Positive']"
این گوشی به نظر من بهترین هستش ,['گوشی'],[' Positive']
این گوشی به نظرم همه چیش خوبه اما فقط یک عیب بزرگ داره که اونم به نظر من. چون هر کس یک چیزی براش از همه مهمتره منم دوربین سلفی برام خیلی مهم بود برای همین به یک هفته نکشید فروختم گوشی رو چون همان طور که گفتم نفر اول رو خوب میندازه بقیه رو تار میندازه انگاری روی اولین نفر فوکوس می کنه بقیه رو بیخیال میشه واقعا ناامید کننده ست برای گوشی ای به این قیمت. البته اینم بگم در بقیه موارد همه چیزش خوبه اگه میتونید با این قضیه کنار بیاید بهترین گوشی می تونه براتون باشه ,"['گوشی', ' دوربین سلفی', ' قیمت']","[' Positive', ' Positive', ' Neutral']"
این گوشی تصمیم دارم حتما بخرم واقعا عالیه مشخصاتش که فوقل عادست …. دوستم هم داره میگه واقعا راضیه …فقط کاش یکم پیکسل دوربینش بالا تر بود …. عالی تر از همچی اینکه۴g میخونه این عالیه ,"['گوشی', ' دقیقاتش', ' پیکسل دوربینش', ' ۴g']","[' Positive', ' Positive', ' Neutral/Negative', ' Positive']"
این گوشی تو این بازه قیمتی واقعا عالیه صفحه نمایش هم اصلا ضعیف نیست کسایی که ندید فقط به خاطر رزولوشن میگن صفحش بده لطفا نظر ندن تا ملت پشیمون و سردرگم نشن من این گوشی رو واسه یکی از فامیلا خریدم واقعا تو هیچی کم نداره و نیاز یه فرد رو که زیاد اهل بازی نیست و یه گوشی متوسط با قیمت پایین میخواد رو رفع میکنه ,"['گوشی', ' صفح نمایش', ' قیمت']","[' Positive', ' Positive', ' Positive']"
این گوشی تو این رنج قیمت عالیه بعضیا هی ایراد میگیرن هی میگن اینجوریه اونجوریه آخه شما تو این رنج قیمت دیگه چی میخواین واقعا این گوشی عالیه و من این گوشی رو با این قیمت پیشنهاد میکنم … ,"['قیمت', ' قیمت']","[' Negative', ' Neutral']"
این گوشی خوب میباشد اما با نداشتن چند قابلیت کوچک من را از خرید او نا امید کرد ,"['گوشی', ' قابلیت ها']","[' Negative', ' Negative']"
این گوشی خوبیه ولی یه ایرادی که داره اینه که گزینه ویبره برای لمس دکمه های (back. home. و غیره نداره) یعنی زمانی که شما میخواین صفحه ایی رو بک کنید ویبره لمسیش کار نمیکنه واصلا تو ستینگشم گزینه ایی بنام vibre on touch نداره. ,"['گوشی', ' ویبره برای لمس دکمه ها']","[' Positive', ' Negative']"
این گوشی خیلی از گوشی های سامسونگ جی ۷ پرایم خیلی بهتر و زیبا تره فقط بدی سونی اینه که در بازی ها کمی ضعیفه ,"['گوشی', ' Better Than Samsung Galaxy J7 Prime', ' Beautiful', ' بازی ها', ' Weak']",[]
این گوشی خیلی تاچش ظعیف هست من خودم مبایل ساز هستم این تفاوتی که داره اگر گلس هم روش باشه خیلی راحت تر از همه ی گوشی ها میشکنه هر جور خود تونه سلاح میدونید ,"['گوشی', ' ظعیف']","[' Negative', ' Negative']"
این گوشی خیلی خوبه تنها ایرادی که میشه ازش گرفت اینه که پشت گوشی درحد مدل ۲۰۱۶ زیبا نیست ولی خوش دست شده، از لحاظ سخت افزاری کم نمیاره عالیه. دوربینش بعضی از دوستان گفتن مشکل داره ولی بعد یه ماه کار با گوشی ایرادی ازش نمیتونم بگیرم مخصوصا بعداز اینکه اندروید۷براش اومد خیلی باحال تر شده ,"['گوشی', ' پشت گوشی', ' سخت افزار', ' دوربین', ' Mixed']","[' Positive', ' Neutral', ' Positive']"
"این گوشی خیلی زیبا طراحی شده دارای سخت افزار قدرتمندی است و بدنه فلزی مستحکمی دارد باطری آن حداقل دو روز شارژ دارد شاید نقاط ضعف آن صدای نه چندان بلند اسپیکر و مشکل آنتن دهی با همراه اول را می توان عنوان کرد. در چند مورد دوستان در خصوص کیفیت پایین پایین صفحه نمایش صحبت کردند که باید گفت مبنای مقایسه چیست اگر با S۶,۷مقایسه میکنید بله حق با شماست اما اگر با J۷۲۰۱۵,۲۰۱۶مقایسه می کنید کاملا برتری با مدل پرایم است. ","['گوشی', ' هARDWARE POWERFUL', ' بدنه فلزی مستحکمی', ' باطری', ' صدا', ' اسپیکر', ' آنتن دهی با همراه اول', ' صفحه نمایش']","[' Positive', ' Positive', ' Positive', ' Positive', ' Negative', ' Negative', ' Negative', ' Neutral']"
این گوشی خیلی عالیه من تقریبا دوهفته است که خریدمش توش بازی جی تی ای سن اندریسن ریخم وایس سیتی رو ریختم اسفالت هشت ریختم پی اس ۲۰۱۸ ریختم نیت فور اسپیدم ریختم اصلا نه پرید بیرون نه هنگ کرد این گوشی عالیه اگه ۲۰۱۸ هم بیاد اینو میفروشم ۲۰۱۸ میگیرم البته درست لوازم جانبیش خیلی. کمه ولی ظاهر مهم نیست باطن گوشیه که باید قوی باشه که این قویه دوستام میگفتن a۵ بگیر من به اونا میگفتم پول علف خرس نیست که من الکی خرجش کنم بعد که اینو گرفتم مسخرم میکردن یه روز با هاشون کل انداختم این نوکیا ابروی من خرید حال هم شون گرفت حال کردم دهنشو بسته شد ,"['گوشی', ' بازی', ' قویت', ' ظاهر', ' Unimportant', ' لوازم جانبی', ' Unimportant', ' پول', ' Unimportant']","[' Positive', ' Positive', ' Positive']"
این گوشی خیلی گوشی خوییه بدون شک گوشی خوبیه اونایی که میگن گوشی بدیه این گوشی ندارن یک گوشی دیگه دارن بعد هر کسی میخواد بگه گوشی من خوبه برای همین. ولی در کل هم دوربین بالا و هم رم خوب و باتری قوی و هم قابلیت۱۰لمس همزمان بلند گوهای قوی وفقط اندروید۶که اونم با بروزرسانیش ۷میشه در کل گوشیه ی خوبیه ,"['گوشی', ' دوربین', ' رَم', ' Not mentioned', ' باتری', ' قابلیت ۱۰لمس همزمان', ' Not mentioned', '  بلند گوهای قوی', ' Not mentioned', ' اندروید']","[' Positive', ' Positive', ' Positive', ' Neutral']"
این گوشی خیلی گوشیه خوبیه اول باید یاد بگیریم که هر گوشی ای یه قابلیتایی داره و نباید اونو با یه گوشی رده بالاترش مقایسه کرد. این گوشی به نظر من این که صفحه اش LCD اونم از نوع TFT است یه امتیاز است چون برادر من که J۵ (۲۰۱۵) و مادرم J۷ (۲۰۱۶) و پدرم هم J۷ Pro (۲۰۱۷) داره که همشون صفحه شون اولده و من از کارکردن با همه ی اینها فهمیدم کهLCD اصلا چشمو خسته نمیکنه چون نورش ضعیفتر و کم نورتره ,"['گوشی', ' صفحه LCD TFT']","[' Neutral', ' Positive']"
این گوشی خیلی گوشیه خوبیه اگه کسی اس۷دلش می خواد ولی پولش کمه حتما این گوشی رو بخرید چیزی ازs۷کم نداره. ,"['گوشی', ' پولش کمه', ' پردازنده']","[' Positive', ' Neutral', ' Neutral']"
این گوشی دارای کیفیت متوسط و ساخت چین است ,"['گوشی', ' ساخت چین']","[' Negative', ' Neutral']"
این گوشی در این رنج قیمت گوشی به صرفه ای نیست شما میتونید تو همین رنج قیمت Huawei p۱۰ lite بخرید که خییلی از این سر تره خودتون یه مقایسه کنید میفهمید.. و سعی کنید هیچ وقت تعصبی قضاوت نکنید و منطقی فکر کنید خییلی هنوز نظر بدی نسبت به شرکت Huawei دارن ولی اگه بخواییم منطقی فکر کنیم میبینیم شرکت Huawei پیشرفت خییلی خوبه کرده و نسبت بعضی از مدل های سامسونگ برتری خییلی زیادی داره ولی چون مردم نسبت به Huawei نظر بدی دارن نمیتونن منطقی فکر کنن.. در کل مارک سامسونگ مارک معتبریه و در خوبیش شکی نیس ومن خواستم تو این رنج قیمت فقط یه مقایسه کنم با تشکر ,"['گوشی در رنج قیمت', ' Mentioned (no sentiment)\nComparison with Samsung', ' Comparison (no sentiment)\n\nNote that I considered چون مردم نسبت به Huawei نظر بدی دارن نمیتونن منطقی فکر کنن as mentioning the publics negative opinion on Huawei', ' not directly expressing a negative sentiment about the product itself.']","[' Negative\nHuawei p۱۰ lite', ' Neutral\nSamsung Brand', ' Positive\nLogical thinking', ' Positive\nHuawei Progress', ' Positive\nSamsung Models']"
این گوشی در رنج قیمت خودش عالیه و حرف نداره ,['گوشی'],[' Positive']
این گوشی در مقابل هم رقیباش تو این قیمت عااااااالیه مخصوصا سی پی یو قوی و دوربین محشرش، حسگر اثر انگشت هم عالیه و خیلی سریع عمل میکنه خلاصه از هر نظر عاااااالیه حتما پیشنهاد میکنم … ,"['گوشی', ' سی پی یو قوی', ' دوربین محشرش', ' حسگر اثر انگشت', ' عمل سریع']","[' Positive', ' Positive', ' Positive', ' Positive', ' Positive']"
این گوشی در کل گوشی خوبیه اما این گوشی در بین گوشی های سامسونگ ضعیف ترین صفحه نمایش رو داره. ,"['گوشی', ' صفحه نمایش']","[' Positive', ' Negative']"
این گوشی در کل گوشی عالی است. فقط مشکلی که بنده دارم این است که شیشه صفحه گوشی شکسته و هنوز هم وارد ایران نشده است که حدودا تا دوماه آینده ۱۰۰ درصد وارد میشود. ,"['گوشی', ' شیشه صفحه گوشی']","[' Positive', ' Neutral']"
این گوشی درسته تی اف تی هست ولی خیلی با کیفیته پردازنده قوی داره قیمت مناسب دوربین قوی و حافظه داخل زیاد دکل خیلی خوبه ممنون از دی جی کالا ,"['گوشی', ' پردازنده قوی', ' قیمت مناسب', ' دوربین قوی', ' حافظه داخل زیاد دکل']","[' Positive', ' Positive', ' Positive', ' Positive', ' Positive']"
این گوشی دوربین خیلی خوبی داره چه جلو و چه عقب دوستانی هم که میگن دوربین جلوانقدر کیفیتش پائینه که منظره های پشت رو تار میکنه این بخاطره فوکوس که دور و پشت سر رو تار میکنه و شما می تونید با نرم افزار های عکاسی عکس بندازید و تا حدودی فوکوس رو کم کنید ولی گوشی باتری و صفحه نمایش خوبی داره و در کل راضی کننده است ,"['گوشی', ' دوربین', ' باتری و صفحه نمایش']","[' Positive', ' Positive', ' Positive']"
این گوشی دوربین فوق العاده باتری بسیار قوی که یه روز نیم براتون نگه می داره طراحی بسیار زیبا سرعت بالا داره ولی تنها نقط ضعف این گوشی سخت افزار ضعیف هستش که بازی سنگین اصلا نمیتونه اجرا کنه ولی برای کارهای سبک بسیار مناسب هستش ,"['گوشی', ' Very good', ' دوربین', ' Very good', ' باتری', ' Good', ' طراحی', ' Very good', ' سرعت', ' Very good', ' سخت افزار']",[' Negative']
این گوشی دومین گوشی هوشمند که تجربه کردم پیش از این سونی زد وان کامپکت داشتم یکی از دلایل اصلی برای من کوچک بودن ابعاد گوشی بود و در میان موبایلهای موجود در بازار ایفون اس ایی و فایو کوچکترین اندازه و در عین حال مشخصات سخت افزاری خوب و قوی ای داشت الان چند ماهیه که از دیجی کالا خرید کردم کاملا برتری این گوشی رو نسبت به موبایل قبلی که داشتم حس کردم به جز چهار مورد نقل و انتقال سخت فایلها به گوشی و بالعکس کیفیت دوربین متوسط (در مقایسه با دوربین ۲۰٫۷ مگاپیکسلی سونی زد وان کامپکت) کیفیت پایین دوربین سلفی و همچنین کمبود نرم افزارهای مخصوص ای او اس هیچ کمبودی نداره انتن دهی عالی باطری فوق العاده شارژ سریع عکاسی در شب و نور کم بسیار خوب امنیت قوی و خیلی چیزهای دیگه ,"['گوشی', ' \nابعاد گوشی', '\nقابلیت دوربین ۲۰٫۷ مگاپیکسلی', '\nقابلیت دوربین سلفی', '\nقابلیت نقل و انتقال فایلها', '\nقیمت', ' Not mentioned', '\nقابلیت شارژ سریع', '\nقابلیت عکاسی در شب', '\nامنیت قوی']","[' Positive', ' Positive', ' Negative', ' Negative', ' Neutral', ' Positive', ' Positive', ' Positive']"
این گوشی دیروز به دستم رسید، در مقایسه با گوشی قبلیم که g۲ mini بود lg یکمی رابط کاربری شو سخت تر کرده بود که البته با دو ساعت ور رفتن بهش میشه باهاش راه اومد بقیه چیزای گوشی خوبه فقط کاش مدل دارای حسگر اثر انگشتش وارد ایران می شد ,"['گوشی', ' رابط کاربری', ' حسگر اثر انگشت']","[' Neutral', ' Slightly Negative', ' Negative']"
این گوشی را برای خواهرزاده ام خریدم بعد از مدتی حدود ۳ماه گلایه داشت و راضی نبود توی این رنج قیمت برند هوآوی گوشیهای به مراتب بهتر و با قیمت خیلی مناسبتر داره.. شخصا خریدش را توصیه نمیکنم ,"['گوشی', ' قیمت', ' قیمت Huawei گوشیها']","[' Negative', ' Comparative (Negative)', ' Positive']"
این گوشی رو اواخر مهر ماه خریداری کردم در درجه اول بنا بر تجربه شخصی خودم در استفاده از این محصول خرید اون رو به علاقمندان پیشنهاد میکنم اما به این نکته هم اشاره میکنم که اگر دوست دارید با گوشی خود بازیهای سنگین و چند ساعته را انجام دهید این گوشی گزینه چندان مناسبی نیست نه در ابتدا بعد از اضافه شدن دادههای ان بازی و بالاتر رفتن حجم ان با مشکل خروج از بازی مواجه خواهید شد البته تاکید میکنم که بازیهای سنگین در ضمن اندروید این گوشی به ۶ ارتقاء پیدا کرده و شاید این ارتقاء دلیلی بر این اتفاق باشد برخلاف نظر بعضی از دوستان کیفیت دوربین ان خوب است اگر یک مقایسه بین این محصول و بسیاری دیگر از محصولات هواوی و سایر برندها داشته باشید این گوشی با قیمت متوسط خودش بسیاری از فاکتورهای گوشیهای گرانتر را دارد از کیفیت صفحه نمایش گرفته تا دوربین و سخت افزار و حسگر اثرانگشت و … ,"['گوشی', ' قیمت', ' اندروید', ' دوربین']","[' Neutral', ' Positive', ' Negative', ' Positive']"
این گوشی رو به شما پیشنهاد میکنم چون کیفیت صفحه عالیه تاچ عالی ولی یه ذره داغ میکنه و باتریش متوسطه و به درد بازی سنگین نمیخوره و برای بازی باید کنار شارژر باشین و همینطور روشن کردن دیتا ولی وای فای مشکلی نداره وشارژ رو خوب نگه میداره ولی کیفیت بازی روش عالیه ,"['گوشی', ' صفحه', ' تچ', ' باتری', ' Average', ' بازی سنگین']","[' Positive', ' Positive', ' Positive', ' Negative']"
این گوشی رو حدود ۲ ماه هست که دارم کیفیت ساختش فک نمیکردم اینقدر خوب باشه واقعا تو دست که میاد حس یک گوشی بالا رده رو به ادم میده صفحه نمایش خیلی با کیفیتی داره به لطف پنل ای پی اس و زوایای دید خیلی خوبی داره دوربین جلوی خیلی خوبی داره البته فقط تو نور کافی مناسبه تو تاریکی افتضاحه دوربین اصلی هم توی نور روز واقعا خوب هست تو نور متوسط هم به لطف فلش ال ای دی خوب عکس میگیره توی شب هم نویز داره عکساش سخت افزار عالی داره توی این رنج قیمت (البته واقعا به پای گوشیهای شیائومی نمیرسه مثلا با همین قیمت گ xiaomi redmi note ۴ بنچمارک انتوتو ۸۲۰۰۰ میده بهتون ولی این گوشی ۵۲۰۰۰ میده با توجه به سخت افزار پایینتر) ۱۶ گیگ داخلی برای نرم افزارهای روزمره و بازیهای اچ دی کم حجمتر کار راه بندازه البته قابلیت انتقال به اس دی هم داره ۲ گیگابایت رم هم همش ۹۰۰ مگابایت خالی هست و۱٫۱ گیگبایات دیگه اشغال شده توسط سیستم عامل هست صدای میکروفون اون برای مکالمه و ظبط خیلی خوب است صدای اسپیکر اون گرفته هست و وقتی صدا رو خیلی زیاد کنید دچار نویز میشه و کیفیت متوسطی دارد کیفیت تاچ بسیار مناسبی دارد از سیم کارت دوم هم به عنوان sd کارت میشه استفاده کرد (البته فقط یک کدومشون) باطریش هم برای کارکرد در یک روز بسای عالی هست سنسور اثرانگشت بسیار پرست و دقیقی دارد ,"['گوشی', ' \nکیفیت ساخت', '\nصفحه نمایش', ' \nپنل ای پی اس', ' \nزوایای دید', ' \nدوربین جلوی', ' \nدوربین اصلی', ' \nسخت افزار', ' \nرم', ' \nمیکروفون', ' \nاسپیکر', ' \nتچ', ' \nسنسور اثرانگشت']","[' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Neutral', ' Positive', ' Positive']"
